300000000,139.082615,961000000,169,6.9,4500.0,Action,2007-05-19,united_state,661000000
245000000,107.376788,880674609,148,6.3,4466.0,Action,2015-10-26,united_kingdom,635674609
250000000,112.31295,1084939099,165,7.6,9106.0,Action,2012-07-16,united_state,834939099
260000000,43.926995,284139100,132,6.1,2124.0,Action,2012-03-07,united_state,24139100
260000000,48.681969,591794936,100,7.4,3330.0,Animation,2010-11-24,united_state,331794936
280000000,134.279229,1405403694,141,7.3,6767.0,Action,2015-04-22,united_state,1125403694
250000000,98.885637,933959197,153,7.4,5293.0,Advanture,2009-07-07,united_kingdom,683959197
250000000,155.790452,873260194,151,5.7,7004.0,Action,2016-03-23,united_state,623260194
270000000,57.925623,391081192,154,5.4,1400.0,Action,2006-06-28,united_state,121081192
200000000,107.928811,586090727,106,6.1,2965.0,Advanture,2008-10-30,united_kingdom,386090727
200000000,145.847379,1065659812,151,7.0,5246.0,Advanture,2006-06-20,jamaica,865659812
255000000,49.046956,89289910,149,5.9,2311.0,Action,2013-07-03,united_state,-165710090
225000000,99.398009,662845518,143,6.5,6359.0,Action,2013-06-12,united_kingdom,437845518
225000000,53.978602,419651413,150,6.3,1630.0,Advanture,2008-05-15,czech republic,194651413
220000000,144.448633,1519557910,143,7.4,11776.0,Science fiction,2012-04-25,united_state,1299557910
380000000,135.413856,1045713802,136,6.4,4948.0,Advanture,2011-05-14,united_state,665713802
225000000,52.035179,624026776,106,6.2,4160.0,Action,2012-05-23,united_state,399026776
250000000,120.965743,956019788,144,7.1,4760.0,Action,2014-12-10,new_zealand,706019788
215000000,89.866276,752215857,136,6.5,6586.0,Action,2012-06-27,united_state,537215857
200000000,37.668301,310669540,140,6.2,1398.0,Action,2010-05-12,united_kingdom,110669540
250000000,94.370564,958400000,161,7.6,4524.0,Advanture,2013-12-11,new_zealand,708400000
180000000,42.990906,372234864,113,5.8,1303.0,Advanture,2007-12-04,united_kingdom,192234864
207000000,61.22601,550000000,187,6.6,2337.0,Advanture,2005-12-14,new_zealand,343000000
250000000,198.372395,1153304495,147,7.1,7241.0,Advanture,2016-04-27,united_state,903304495
209000000,64.928382,303025485,131,5.5,2114.0,Thriller,2012-04-11,united_state,94025485
150000000,418.708552,1513528810,124,6.5,8662.0,Action,2015-06-09,united_state,1363528810
200000000,93.004993,1108561013,143,6.9,7604.0,Action,2012-10-25,united_kingdom,908561013
200000000,77.68208,1215439994,130,6.8,8806.0,Action,2013-04-18,china,1015439994
200000000,78.530105,1025491110,108,6.4,4645.0,others,2010-03-03,united_state,825491110
210000000,3.857526,459359555,104,6.3,3525.0,Advanture,2006-05-24,canada,249359555
200000000,89.186492,743559607,104,7.0,3528.0,Animation,2013-06-20,united_state,543559607
150000000,21.939663,836297228,150,6.0,3138.0,Science fiction,2009-06-19,united_state,686297228
210000000,116.840296,1091405097,165,5.8,3095.0,Science fiction,2014-06-25,united_state,881405097
200000000,46.985445,491868548,130,5.7,3530.0,Science fiction,2013-03-07,united_state,291868548
200000000,89.270217,705717432,142,6.5,4179.0,Action,2014-04-16,united_state,505717432
170000000,73.79505,400062763,125,6.3,2841.0,Advanture,2010-12-10,united_state,230062763
200000000,49.98659,559852396,106,5.8,2033.0,Animation,2011-06-11,united_state,359852396
200000000,51.872839,219851172,114,5.1,2487.0,Advanture,2011-06-16,united_state,19851172
200000000,59.995418,1066969703,103,7.6,4597.0,Animation,2010-06-16,united_state,866969703
200000000,71.862892,371353001,115,5.9,2463.0,Action,2009-05-20,germany,171353001
190000000,102.322217,1506249360,137,7.3,4176.0,Action,2015-04-01,japan,1316249360
200000000,81.834855,531865000,116,6.7,5560.0,Action,2013-06-20,united_state,331865000
250000000,118.078691,747862775,131,7.5,6032.0,Action,2014-05-15,united_kingdom,497862775
190000000,78.291018,467365246,132,7.4,4418.0,Action,2013-05-05,united_state,277365246
195000000,43.349855,197687603,114,5.5,2598.0,Action,2013-02-27,united_state,2687603
105000000,61.196071,351040419,143,7.3,3769.0,Comedy,2013-05-10,united_state,246040419
150000000,62.169881,335154643,116,6.2,2317.0,Advanture,2010-05-19,united_state,185154643
180000000,56.523205,407602906,131,6.7,4794.0,Action,2013-07-11,united_state,227602906
195000000,28.529607,1123746996,154,6.1,3299.0,Action,2011-06-28,united_state,928746996
185000000,75.674458,786636033,122,5.7,2495.0,Advanture,2008-05-21,united_state,601636033
175000000,51.692953,331926147,93,6.6,1736.0,Advanture,2015-11-14,united_state,156926147
185000000,125.114374,538983207,93,6.7,4641.0,Animation,2012-06-21,united_state,353983207
185000000,65.352913,343471816,122,6.6,2568.0,Action,2016-07-07,united_state,158471816
180000000,66.390712,521311860,98,7.8,6296.0,Animation,2008-06-22,united_state,341311860
140000000,22.57178,258022233,91,6.1,783.0,Action,2007-08-08,united_state,118022233
200000000,45.274225,769653595,158,5.6,4903.0,Action,2009-10-10,canada,569653595
200000000,39.744242,325233863,96,6.6,1095.0,Animation,2009-11-04,united_state,125233863
176000003,85.36908,183987723,124,5.2,2768.0,Science fiction,2015-02-04,united_state,7987720
180000000,42.741719,356743061,109,5.5,2430.0,Action,2016-06-29,canada,176743061
180000000,67.391328,748806957,143,6.7,2629.0,Advanture,2005-12-07,united_kingdom,568806957
178000000,139.272042,543934787,144,6.4,4721.0,Science fiction,2016-05-18,united_state,365934787
185000000,187.322927,1004558444,152,8.2,12002.0,Comedy,2008-07-16,united_kingdom,819558444
